Chain,Token Symbol,Value,Type,Contract Address
arbitrum,ETH,0.0,Claimed Fees,0x1d9Bfc24d9e7EeDa4119Ceca11EaF4c24E622E62
arbitrum,ETH,0.0,Unclaimed Fees,0x6F4e8eBa4D337f874Ab57478AcC2Cb5BACdc19c9
arbitrum,USDC,0.0,Claimed Fees,0x1d9Bfc24d9e7EeDa4119Ceca11EaF4c24E622E62
arbitrum,USDC,0.0,Unclaimed Fees,0x6F4e8eBa4D337f874Ab57478AcC2Cb5BACdc19c9
arbitrum,USDT,10934.71,Claimed Fees,0x1d9Bfc24d9e7EeDa4119Ceca11EaF4c24E622E62
arbitrum,USDT,0.0,Unclaimed Fees,0x6F4e8eBa4D337f874Ab57478AcC2Cb5BACdc19c9
arbitrum,DAI,4466.2017399999995,Claimed Fees,0x1d9Bfc24d9e7EeDa4119Ceca11EaF4c24E622E62
arbitrum,DAI,0.0,Unclaimed Fees,0x6F4e8eBa4D337f874Ab57478AcC2Cb5BACdc19c9
arbitrum,GMX,10060.94019758785,Claimed Fees,0x1d9Bfc24d9e7EeDa4119Ceca11EaF4c24E622E62
arbitrum,GMX,62867.706289803566,Unclaimed Fees,0x6F4e8eBa4D337f874Ab57478AcC2Cb5BACdc19c9
arbitrum,FRAX,0.0,Claimed Fees,0x1d9Bfc24d9e7EeDa4119Ceca11EaF4c24E622E62
arbitrum,FRAX,0.0,Unclaimed Fees,0x6F4e8eBa4D337f874Ab57478AcC2Cb5BACdc19c9
arbitrum,NETH,0.0,Claimed Fees,0x1d9Bfc24d9e7EeDa4119Ceca11EaF4c24E622E62
arbitrum,NETH,0.0,Unclaimed Fees,0x6F4e8eBa4D337f874Ab57478AcC2Cb5BACdc19c9
arbitrum,ARB,0.0,Claimed Fees,0x1d9Bfc24d9e7EeDa4119Ceca11EaF4c24E622E62
arbitrum,ARB,0.0,Unclaimed Fees,0x6F4e8eBa4D337f874Ab57478AcC2Cb5BACdc19c9
arbitrum,USDC.e,0.0,Claimed Fees,0x1d9Bfc24d9e7EeDa4119Ceca11EaF4c24E622E62
arbitrum,USDC.e,0.0,Unclaimed Fees,0x6F4e8eBa4D337f874Ab57478AcC2Cb5BACdc19c9
arbitrum,GOHM,0.0,Claimed Fees,0x1d9Bfc24d9e7EeDa4119Ceca11EaF4c24E622E62
arbitrum,GOHM,0.0,Unclaimed Fees,0x6F4e8eBa4D337f874Ab57478AcC2Cb5BACdc19c9
arbitrum,WETH,0.0,Claimed Fees,0x1d9Bfc24d9e7EeDa4119Ceca11EaF4c24E622E62
arbitrum,WETH,0.0,Unclaimed Fees,0x6F4e8eBa4D337f874Ab57478AcC2Cb5BACdc19c9
arbitrum,UNIDX,0.0,Claimed Fees,0x1d9Bfc24d9e7EeDa4119Ceca11EaF4c24E622E62
arbitrum,UNIDX,0.0,Unclaimed Fees,0x6F4e8eBa4D337f874Ab57478AcC2Cb5BACdc19c9
arbitrum,SYN,0.0,Claimed Fees,0x1d9Bfc24d9e7EeDa4119Ceca11EaF4c24E622E62
arbitrum,SYN,0.0,Unclaimed Fees,0x6F4e8eBa4D337f874Ab57478AcC2Cb5BACdc19c9
arbitrum,NUSD,0.0,Claimed Fees,0x1d9Bfc24d9e7EeDa4119Ceca11EaF4c24E622E62
arbitrum,NUSD,238557.41745468104,Unclaimed Fees,0x6F4e8eBa4D337f874Ab57478AcC2Cb5BACdc19c9
arbitrum,nUSD,0.0,Swap Unclaimed Fees,0x84cd82204c07c67dF1C2C372d8Fd11B3266F76a3
arbitrum,USDC,0.0,CCTP Unclaimed Fees,0xfb2bfc368a7edfd51aa2cbec513ad50edea74e84
arbitrum,USDC,0.0,CCTP Unclaimed Fees,0x12715a66773BD9C54534a01aBF01d05F6B4Bd35E
